trip_id,stop_id,time
bus2-27,kanoya,18:37:00
bus2-27,taiikudai,18:40:00
bus2-27,tarumizu,18:43:00
bus2-28,kanoya,18:39:00
bus2-28,taiikudai,18:42:00
bus2-29,kanoya,18:41:00
bus2-29,taiikudai,18:44:00
bus2-29,tarumizu,18:47:00
bus2-30,kanoya,18:43:00
bus2-30,taiikudai,18:46:00
bus2-31,kanoya,18:45:00
bus2-31,taiikudai,18:48:00
bus2-31,tarumizu,18:51:00
bus2-32,kanoya,18:47:00
bus2-32,taiikudai,18:50:00
bus2-33,kanoya,18:49:00
bus2-33,taiikudai,18:52:00
bus2-33,tarumizu,18:55:00
bus2-34,kanoya,18:51:00
bus2-34,taiikudai,18:54:00
bus2-35,kanoya,18:53:00
bus2-35,taiikudai,18:56:00
bus2-35,tarumizu,18:59:00
bus2-36,kanoya,18:55:00
bus2-36,taiikudai,18:58:00
bus2-37,kanoya,18:57:00
bus2-37,taiikudai,19:00:00
bus2-37,tarumizu,19:03:00
bus2-38,kanoya,18:59:00
bus2-38,taiikudai,19:02:00
bus2-39,kanoya,19:01:00
bus2-39,taiikudai,19:04:00
bus2-39,tarumizu,19:07:00
bus2-40,kanoya,19:03:00
bus2-40,taiikudai,19:06:00
bus2-41,kanoya,19:05:00
bus2-41,taiikudai,19:08:00
bus2-41,tarumizu,19:11:00
bus2-42,kanoya,19:07:00
bus2-42,taiikudai,19:10:00
bus2-43,kanoya,19:09:00
bus2-43,taiikudai,19:12:00
bus2-43,tarumizu,19:15:00
bus2-44,kanoya,19:11:00
bus2-44,taiikudai,19:14:00
bus2-45,kanoya,19:13:00
bus2-45,taiikudai,19:16:00
bus2-45,tarumizu,19:19:00
bus2-46,kanoya,19:15:00
bus2-46,taiikudai,19:18:00
bus2-47,kanoya,19:17:00
bus2-47,taiikudai,19:20:00
bus2-47,tarumizu,19:23:00
bus2-48,kanoya,19:19:00
bus2-48,taiikudai,19:22:00
bus2-49,kanoya,19:21:00
bus2-49,taiikudai,19:24:00
bus2-49,tarumizu,19:27:00
bus2-50,kanoya,19:23:00
bus2-50,taiikudai,19:26:00
bus2-51,kanoya,19:25:00
bus2-51,taiikudai,19:28:00
bus2-51,tarumizu,19:31:00
bus2-52,kanoya,19:27:00
bus2-52,taiikudai,19:30:00
bus2-53,kanoya,19:29:00
bus2-53,taiikudai,19:32:00
bus2-53,tarumizu,19:35:00
bus2-54,kanoya,19:31:00
bus2-54,taiikudai,19:34:00
bus2-55,kanoya,19:33:00
bus2-55,taiikudai,19:36:00
bus2-55,tarumizu,19:39:00
bus2-56,kanoya,19:35:00
bus2-56,taiikudai,19:38:00
bus2-57,kanoya,19:37:00
bus2-57,taiikudai,19:40:00
bus2-57,tarumizu,19:43:00
bus2-58,kanoya,19:39:00
bus2-58,taiikudai,19:42:00
bus2-59,kanoya,19:41:00
bus2-59,taiikudai,19:44:00
bus2-59,tarumizu,19:47:00
bus2-60,kanoya,19:43:00
bus2-60,taiikudai,19:46:00
bus2-61,kanoya,19:45:00
bus2-61,taiikudai,19:48:00
bus2-61,tarumizu,19:51:00
bus2-62,kanoya,19:47:00
bus2-62,taiikudai,19:50:00
bus2-63,kanoya,19:49:00
bus2-63,taiikudai,19:52:00
bus2-63,tarumizu,19:55:00
bus2-64,kanoya,19:51:00
bus2-64,taiikudai,19:54:00
bus2-65,kanoya,19:53:00
bus2-65,taiikudai,19:56:00
bus2-65,tarumizu,19:59:00
bus2-66,kanoya,19:55:00
bus2-66,taiikudai,19:58:00
bus2-67,kanoya,19:57:00
bus2-67,taiikudai,20:00:00
bus2-67,tarumizu,20:03:00
bus2-68,kanoya,19:59:00
bus2-68,taiikudai,20:02:00
